10335.9	-87.8
10335.9	-89.3
11025.0	-88.3
9819.1	-86.4
10508.2	-91.9
10852.7	-85.2
10163.7	-84.1
9130.1	-90.3
10852.7	-86.3
10852.7	-87.6
8957.8	-89.4
10508.2	-85.7
10852.7	-89.5
11025.0	-83.8
9646.9	-90.5
9130.1	-85.4
9474.6	-86.1
10680.5	-84.4
172.3	-72.6
0.0	-67.4
0.0	-54.1
3445.3	-40.9
344.5	-27.2
516.8	-23.2
516.8	-22.2
516.8	-19.3
516.8	-19.0
516.8	-17.7
516.8	-17.5
516.8	-17.0
516.8	-17.3
516.8	-20.1
516.8	-24.2
344.5	-29.2
344.5	-33.7
344.5	-50.1
344.5	-49.6
344.5	-42.6
344.5	-57.5
172.3	-52.5
344.5	-42.7
172.3	-39.6
172.3	-42.7
172.3	-47.0
1550.4	-52.7
1378.1	-38.0
1205.9	-42.6
344.5	-26.5
516.8	-19.4
516.8	-18.5
516.8	-18.7
344.5	-19.8
516.8	-25.5
4478.9	-31.4
9302.3	-27.9
5340.2	-28.4
9130.1	-26.1
6201.6	-27.8
7752.0	-28.3
8268.8	-26.6
7407.4	-22.0
6718.4	-21.0
7924.2	-22.0
6373.8	-20.5
5512.5	-25.7
6546.1	-26.7
4306.6	-40.1
344.5	-25.1
516.8	-22.2
516.8	-22.1
344.5	-23.1
516.8	-28.2
516.8	-35.0
6201.6	-30.9
6546.1	-34.4
7752.0	-24.6
7752.0	-25.1
6201.6	-18.9
7924.2	-20.0
6718.4	-21.9
7752.0	-19.9
8096.5	-17.4
7407.4	-17.0
8268.8	-17.1
7924.2	-14.1
8096.5	-11.5
7924.2	-14.3
10335.9	-18.5
7752.0	-17.8
7924.2	-17.6
8096.5	-21.9
10335.9	-22.4
7924.2	-19.5
7924.2	-15.0
8096.5	-14.9
6201.6	-24.7
7579.7	-28.6
6546.1	-34.2
1722.7	-38.7
1205.9	-44.7
172.3	-39.2
344.5	-23.1
861.3	-25.1
1033.6	-21.7
1205.9	-23.1
1033.6	-21.3
1205.9	-21.5
1550.4	-23.4
1550.4	-22.3
1722.7	-22.6
1550.4	-20.9
1722.7	-21.4
516.8	-23.9
172.3	-27.6
344.5	-21.4
344.5	-21.9
172.3	-23.3
344.5	-22.6
172.3	-24.3
344.5	-23.5
172.3	-25.3
344.5	-24.6
172.3	-25.2
516.8	-24.2
516.8	-25.6
516.8	-25.1
516.8	-25.5
516.8	-25.4
344.5	-24.1
516.8	-25.8
516.8	-24.7
516.8	-25.4
516.8	-26.2
344.5	-24.6
344.5	-26.3
516.8	-29.0
344.5	-27.9
344.5	-28.8
172.3	-39.7
172.3	-41.2
172.3	-43.4
344.5	-55.7
0.0	-56.4
0.0	-56.7
4306.6	-71.5
4651.2	-50.0
2239.5	-35.2
5512.5	-30.6
5340.2	-31.6
2067.2	-42.9
516.8	-24.8
516.8	-24.0
689.1	-26.5
689.1	-23.7
516.8	-23.0
689.1	-24.9
689.1	-30.0
689.1	-28.6
516.8	-30.2
516.8	-27.6
516.8	-26.3
516.8	-28.0
689.1	-28.7
689.1	-29.4
689.1	-30.6
516.8	-29.4
516.8	-27.1
516.8	-28.2
516.8	-29.2
344.5	-31.0
344.5	-28.9
344.5	-27.2
344.5	-27.1
516.8	-27.5
344.5	-29.6
344.5	-29.1
344.5	-27.1
344.5	-26.7
344.5	-26.0
516.8	-27.1
344.5	-29.5
344.5	-27.5
344.5	-30.0
344.5	-31.2
344.5	-31.0
344.5	-31.8
172.3	-34.3
172.3	-34.4
344.5	-31.7
344.5	-29.6
172.3	-32.1
172.3	-34.5
516.8	-31.3
344.5	-25.4
516.8	-22.7
516.8	-23.6
344.5	-22.3
344.5	-23.5
516.8	-27.4
172.3	-37.4
172.3	-44.5
172.3	-54.3
172.3	-60.4
3617.6	-40.5
3445.3	-53.7
172.3	-61.7
0.0	-56.0
172.3	-65.5
3273.0	-35.0
3617.6	-34.1
3445.3	-26.2
3445.3	-20.0
3273.0	-19.0
3273.0	-18.6
3273.0	-17.0
3100.8	-16.9
3445.3	-20.8
3100.8	-13.6
3445.3	-12.7
2928.5	-19.7
4306.6	-20.4
3100.8	-21.8
3100.8	-19.7
3100.8	-27.7
2756.2	-27.1
3100.8	-35.0
2411.7	-24.7
2584.0	-37.9
344.5	-32.4
344.5	-21.6
516.8	-18.7
516.8	-17.4
516.8	-18.0
516.8	-17.4
516.8	-18.1
516.8	-18.0
516.8	-18.8
516.8	-19.1
516.8	-20.5
516.8	-21.2
516.8	-22.7
516.8	-24.5
516.8	-27.7
172.3	-31.2
1550.4	-35.5
344.5	-37.9
344.5	-49.0
3445.3	-44.5
1722.7	-35.8
1722.7	-33.2
2411.7	-32.5
1722.7	-36.6
1550.4	-35.2
1722.7	-37.8
1550.4	-32.6
172.3	-35.7
344.5	-22.4
516.8	-28.3
516.8	-28.3
344.5	-26.4
516.8	-29.6
344.5	-26.6
172.3	-29.0
172.3	-30.4
344.5	-28.1
172.3	-30.7
172.3	-30.9
344.5	-28.5
172.3	-31.4
172.3	-31.6
344.5	-28.7
172.3	-30.6
516.8	-23.1
516.8	-20.6
516.8	-20.9
516.8	-20.8
516.8	-21.8
516.8	-28.6
172.3	-38.7
172.3	-40.4
172.3	-43.0
172.3	-57.9
172.3	-51.0
516.8	-49.8
344.5	-45.3
516.8	-60.2
6890.6	-54.5
2239.5	-21.9
2411.7	-25.2
344.5	-28.3
516.8	-24.3
344.5	-23.4
516.8	-23.7
516.8	-24.2
689.1	-24.7
689.1	-23.0
689.1	-21.9
516.8	-21.3
689.1	-23.6
689.1	-27.6
